_num,id,rank,workers,company,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,revenue_per_employee,growth_category
3170,24244,3170,36,Metropolitan Moving & Storage,metropolitan-moving-storage,Maryland,MD,Rockville,Washington DC,110.3954,3267409.0,Logistics & Transportation,2,90761.36111111111,Low
3171,18687,3171,40,Alpha Source,alpha-source,Wisconsin,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,110.373,27866609.0,Health,5,696665.225,Low
3172,26447,3172,55,Corporate Computer Solutions,corporate-computer-solutions,Florida,FL,Tampa,Tampa,110.365,5015140.0,IT Services,1,91184.36363636363,Low
3173,2910,3173,18,Dynamic Automation,dynamic-automation,California,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura CA,110.3445,5199617.0,Manufacturing,2,288867.6111111111,Low
3174,22273,3174,95,Employee Solutions,employee-solutions,Texas,TX,Plano,Dallas,110.1748,75693243.0,Human Resources,3,796770.9789473685,Low
3175,18264,3175,0,Phydeaux,phydeaux,North Carolina,NC,Chapel Hill,Durham NC,110.1436,6575960.0,Retail,5,inf,Low
3176,2833,3176,110,Centare,centare,Wisconsin,WI,Brookfield,Milwaukee-Waukesha-West Allis WI,110.1292,15386941.0,Software,8,139881.28181818183,Low
3177,21731,3177,96,AED Group,aed-group,Colorado,CO,Denver,Denver,110.0596,11187023.0,Energy,3,116531.48958333333,Low
3178,20289,3178,36,Dinerware,dinerware,Washington,WA,Seattle,Seattle,110.0299,7273458.0,Software,4,202040.5,Low
3179,1809,3179,238,Trustaff,trustaff,Ohio,OH,Cincinnati,Cincinnati,110.0232,110912699.0,Human Resources,7,466019.743697479,Low
3180,26134,3180,82,Gate6,gate6,Arizona,AZ,Phoenix,Phoenix,109.9961,4009831.0,Advertising & Marketing,1,48900.37804878049,Low
3181,26509,3181,13,Mac of all Trades,mac-of-all-trades,Florida,FL,Tampa,Tampa,109.8812,7581714.0,Computer Hardware,1,583208.7692307692,Low
3182,2123,3182,37,We R Memory Keepers,we-r-memory-keepers,Utah,UT,Salt Lake City,Salt Lake City,109.8689,16307803.0,Consumer Products & Services,6,440751.4324324324,Low
3183,21293,3183,110,C2S Technologies,c2s-technologies,Washington,WA,Bellevue,Seattle,109.7848,10636328.0,IT Services,3,96693.89090909091,Low
3184,23604,3184,22,NAECO,naeco,Georgia,GA,Peachtree City,Atlanta,109.7695,14068244.0,Manufacturing,2,639465.6363636364,Low
3185,18103,3185,1000,DataArt,dataart,New York,NY,New York,New York City,109.7614,38904081.0,Software,5,38904.081,Low
3186,21288,3186,115,PrizeLogic,prizelogic,Michigan,MI,Southfield,Detroit,109.7511,18227645.0,Advertising & Marketing,3,158501.26086956522,Low
3187,23946,3187,75,Bridge Technical Talent,bridge-technical-talent,Rhode Island,RI,North Kingstown,Providence-New Bedford-Fall River RI-MA,109.6763,11593000.0,Human Resources,2,154573.33333333334,Low
3188,12595,3188,330,Compunnel Software Group,compunnel-software-group,New Jersey,NJ,Plainsboro,New York City,109.6494,63655013.0,IT Services,4,192893.9787878788,Low
3189,2244,3189,17,Humble Abode,humble-abode,California,CA,Santa Rosa,Santa Rosa-Petaluma CA,109.6419,10727154.0,Retail,8,631009.0588235294,Low
3190,24965,3190,38,Vertical Measures,vertical-measures,Arizona,AZ,Phoenix,Phoenix,109.5894,3664593.0,Advertising & Marketing,1,96436.65789473684,Low
3191,19991,3191,22,Jetpool,jetpool,North Carolina,NC,Charlotte,Charlotte,109.4563,8328943.0,Logistics & Transportation,4,378588.3181818182,Low
3192,24303,3192,100,National Funding,national-funding,California,CA,San Diego,San Diego,109.4502,26707000.0,Financial Services,2,267070.0,Low
3193,18438,3193,201,Advanced Chemical Transport,advanced-chemical-transport,California,CA,Sunnyvale,San Jose,109.3661,40189817.0,Environmental Services,5,199949.33830845772,Low
3194,22380,3194,61,Winxnet,winxnet,Maine,ME,Portland,Portland-South Portland-Biddeford ME,109.3292,10703000.0,IT Services,3,175459.0163934426,Low
3195,2948,3195,60,Integra Enclosures,integra-enclosures,Ohio,OH,Mentor,Cleveland,109.274,9441352.0,Manufacturing,8,157355.86666666667,Low
3196,21928,3196,102,San Diego Sign Company,san-diego-sign-company,California,CA,Carlsbad,San Diego,109.1399,18069418.0,Advertising & Marketing,3,177151.1568627451,Low
3197,22431,3197,14,JMX International,jmx-international,Florida,FL,Sarasota,Sarasota-Bradenton-Venice FL,109.1407,3836526.0,Retail,2,274037.5714285714,Low
3198,25223,3198,315,Argo Turboserve,argo-turboserve,New Jersey,NJ,Lyndhurst,New York City,109.0702,282599176.0,Business Products & Services,1,897140.2412698413,Low
3199,17782,3199,48,ComplianceSigns,compliancesigns,Illinois,IL,Chadwick,Unknown,109.051,7170974.0,Manufacturing,5,149395.29166666666,Low
3200,25185,3200,27,Quantum Workplace,quantum-workplace,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,109.0234,3669750.0,Human Resources,1,135916.66666666666,Low
3201,26165,3201,24,BankTEL Systems,banktel-systems,Mississippi,MS,Columbus,Columbus MS,108.7988,6169321.0,Financial Services,1,257055.04166666666,Low
3202,22242,3202,16,The Evanston Group,the-evanston-group,Illinois,IL,Evanston,Chicago,108.7739,19059000.0,Human Resources,3,1191187.5,Low
3203,1083,3203,180,Treo Solutions,treo-solutions,New York,NY,Troy,Albany-Schenectady-Troy NY,108.7255,28873000.0,Health,8,160405.55555555556,Low
3204,25819,3204,286,ProSight Specialty Insurance Group,prosight-specialty-insurance-group,New Jersey,NJ,Morristown,New York City,108.6703,443457224.0,Insurance,1,1550549.7342657342,Low
3205,10859,3205,40,Insyght Interactive,insyght-interactive,California,CA,Los Angeles,Los Angeles,108.6577,10447625.0,Health,4,261190.625,Low
3206,21546,3206,30,McGeough Lamacchia Realty,mcgeough-lamacchia-realty,Massachusetts,MA,Waltham,Boston,108.5162,3993440.0,Real Estate,3,133114.66666666666,Low
3207,26416,3207,35,ARCOS,arcos,Ohio,OH,Columbus,Columbus OH,108.4946,8914904.0,Energy,1,254711.54285714286,Low
3208,25222,3208,4,Harwood Financial Group,harwood-financial-group,Florida,FL,Largo,Tampa,108.4672,2311882.0,Financial Services,1,577970.5,Low
3209,21856,3209,5,Medical Supply Depot,medical-supply-depot,New York,NY,Brooklyn,New York City,108.4483,2869958.0,Retail,3,573991.6,Low
3210,25717,3210,135,Level One Bank,level-one-bank,Michigan,MI,Farmington Hills,Detroit,108.3901,26005000.0,Financial Services,1,192629.62962962964,Low
3211,19652,3211,42,The Lewis Chemical Company,the-lewis-chemical-company,Georgia,GA,Rome,Rome GA,108.3645,17333580.0,Manufacturing,4,412704.28571428574,Low
3212,20032,3212,592,HMS Global Maritime,hms-global-maritime,Indiana,IN,New Albany,Louisville/Jefferson KY-IN,108.2629,98266472.0,Logistics & Transportation,4,165990.66216216216,Low
3213,18529,3213,62,Burkett Restaurant Equipment,burkett-restaurant-equipment,Ohio,OH,Toledo,Toledo OH,108.2538,25676203.0,Food & Beverage,5,414132.3064516129,Low
3214,23774,3214,413,Searce,searce,Texas,TX,Humble,Houston,108.2366,9794830.0,IT Services,2,23716.295399515737,Low
3215,1201,3215,595,3Pillar Global,3pillar-global,Virginia,VA,Fairfax,Washington DC,108.0154,26026550.0,Software,5,43742.100840336134,Low
3216,2507,3216,125,Contingent Network Services,contingent-network-services,Ohio,OH,West Chester,Cincinnati,108.0086,33269919.0,IT Services,7,266159.352,Low
3217,25277,3217,20,LA Furniture Store,la-furniture-store,California,CA,Vernon,Los Angeles,107.9956,9537499.0,Retail,1,476874.95,Low
3218,26140,3218,30,Eastern Alliance,eastern-alliance,New Jersey,NJ,Wyckoff,New York City,107.973,8321000.0,Telecommunications,1,277366.6666666667,Low
3219,25938,3219,180,Little Sunshine's Playhouse,little-sunshines-playhouse,Missouri,MO,Springfield,Springfield MO,107.8446,5887026.0,Education,1,32705.7,Low
3220,1030,3220,64,Force Marketing,force-marketing,Georgia,GA,Atlanta,Atlanta,107.7914,23745823.0,Advertising & Marketing,6,371028.484375,Low
3221,21997,3221,896,A Wireless,a-wireless,North Carolina,NC,Greenville,Greenville NC,107.7409,172427000.0,Retail,4,192440.8482142857,Low
3222,24066,3222,9,Mommy's Bliss,mommys-bliss,California,CA,San Rafael,San Francisco,107.6925,7267662.0,Consumer Products & Services,2,807518.0,Low
3223,5758,3223,1089,ECS Federal,ecs-federal,Virginia,VA,Fairfax,Washington DC,107.6496,233475414.0,Government Services,4,214394.31955922864,Low
3224,19972,3224,12,Narragansett Brewing Company,narragansett-brewing-company,Rhode Island,RI,Providence,Providence-New Bedford-Fall River RI-MA,107.6325,9050341.0,Food & Beverage,5,754195.0833333334,Low
3225,17912,3225,105,Island Company,island-company,Florida,FL,West Palm Beach,Miami,107.5171,9110000.0,Consumer Products & Services,5,86761.90476190476,Low
3226,2053,3226,4329,Cellular Sales of Knoxville,cellular-sales-of-knoxville,Tennessee,TN,Knoxville,Knoxville TN,107.5111,1013667345.0,Retail,6,234157.39085239085,Low
3227,26027,3227,307,TeleDirect Communications,teledirect-communications,California,CA,Sacramento,Sacramento--Arden-Arcade--Roseville CA,107.4765,13350804.0,Telecommunications,1,43487.96091205212,Low
3228,10621,3228,150,S2Tech,s2tech,Missouri,MO,Chesterfield,St. Louis MO-IL,107.4561,19718439.0,IT Services,5,131456.26,Low
3229,25900,3229,11,Screenfeed,screenfeed,Minnesota,MN,Minneapolis,Minneapolis,107.4263,2057731.0,Media,1,187066.45454545456,Low
3230,20301,3230,164,Nest International,nest-international,New Jersey,NJ,Gloucester City,Philadelphia,107.3014,62811784.0,Consumer Products & Services,4,382998.68292682926,Low
3231,20771,3231,14,Context Travel,context-travel,Pennsylvania,PA,Philadelphia,Philadelphia,107.285,4487922.0,Travel & Hospitality,4,320565.85714285716,Low
3232,24121,3232,17,EnvironmentalLights.com,environmentallightscom,California,CA,San Diego,San Diego,107.1773,9927890.0,Business Products & Services,2,583993.5294117647,Low
3233,22193,3233,10,Performance Packaging,performance-packaging,Nevada,NV,Las vegas,Las Vegas-Paradise NV,107.0527,10113856.0,Manufacturing,4,1011385.6,Low
3234,21927,3234,24,Employee Benefits International,employee-benefits-international,Ohio,OH,Independence,Cleveland,107.0276,4837200.0,Insurance,3,201550.0,Low
3235,2831,3235,124,TiER1 Performance Solutions,tier1-performance-solutions,Kentucky,KY,Covington,Cincinnati,106.9688,13381163.0,Business Products & Services,8,107912.60483870968,Low
3236,19509,3236,115,LogFire,logfire,Georgia,GA,Atlanta,Atlanta,106.9666,7902398.0,Software,4,68716.50434782609,Low
3237,25752,3237,25,Pregame,pregame,Nevada,NV,Las Vegas,Las Vegas-Paradise NV,106.9422,2308306.0,Consumer Products & Services,1,92332.24,Low
3238,20331,3238,48,Leon Speakers,leon-speakers,Michigan,MI,Ann Arbor,Ann Arbor MI,106.8906,6900692.0,Consumer Products & Services,4,143764.41666666666,Low
3239,25060,3239,33,AltSource,altsource,Oregon,OR,Portland,Portland OR,106.8812,2872721.0,Software,1,87052.15151515152,Low
3240,25605,3240,120,FrontStreet Facility Solutions,frontstreet-facility-solutions,New York,NY,Bohemia,New York City,106.7298,53087800.0,Business Products & Services,1,442398.3333333333,Low
3241,265,3241,418,Carahsoft Technology,carahsoft-technology,Virginia,VA,Reston,Washington DC,106.7126,1724988401.0,Government Services,7,4126766.509569378,Low
3242,1515,3242,44,Attack!,attack,California,CA,San Francisco,Los Angeles,106.6793,16610595.0,Advertising & Marketing,7,377513.5227272727,Low
3243,25927,3243,31,Oasis Turf & Tree,oasis-turf-tree,Ohio,OH,Loveland,Cincinnati,106.6774,2593874.0,Environmental Services,1,83673.35483870968,Low
3244,2572,3244,143,BlueWave Computing,bluewave-computing,Georgia,GA,Smyrna,Atlanta,106.5899,19562000.0,IT Services,7,136797.2027972028,Low
3245,25312,3245,170,DWA,dwa,California,CA,San Francisco,San Francisco,106.5823,17823217.0,Media,1,104842.45294117647,Low
3246,3277,3246,75,The Douglas Co.,the-douglas-co,Ohio,OH,Holland,Toledo OH,106.5252,65287790.0,Construction,4,870503.8666666667,Low
3247,7328,3247,37,Destination Concepts,destination-concepts,California,CA,San Diego,San Diego,106.3661,18942343.0,Business Products & Services,5,511955.2162162162,Low
3248,1670,3248,345,Arrow Strategies,arrow-strategies,Michigan,MI,Bingham Farms,Detroit,106.3392,45066000.0,Human Resources,8,130626.08695652174,Low
3249,25158,3249,10,Circular Edge,circular-edge,New Jersey,NJ,Somerset,New York City,106.2662,5790778.0,IT Services,1,579077.8,Low
3250,19766,3250,92,Jabian Consulting,jabian-consulting,Georgia,GA,Atlanta,Atlanta,106.2116,19426068.0,IT Services,4,211152.91304347827,Low
3251,23535,3251,62,The Encima Group,the-encima-group,Delaware,DE,Newark,Philadelphia,106.2015,8413296.0,Business Products & Services,2,135698.32258064515,Low
3252,21975,3252,27,Worksighted,worksighted,Michigan,MI,Holland,Allegan MI,106.1965,4949679.0,IT Services,3,183321.44444444444,Low
3253,25554,3253,34,Concept Plus,concept-plus,Virginia,VA,Fairfax,Washington DC,106.1831,5202000.0,IT Services,1,153000.0,Low
3254,17892,3254,104,ClickStop,clickstop,Iowa,IA,Urbana,Cedar Rapids IA,106.0891,16597325.0,Retail,5,159589.66346153847,Low
3255,23643,3255,11,Aquarius Sports and Entertainment,aquarius-sports-and-entertainment,Maryland,MD,Gaithersburg,Washington DC,106.0512,6873374.0,Advertising & Marketing,2,624852.1818181818,Low
3256,22563,3256,400,Infinisource,infinisource,North Carolina,NC,Charlotte,Charlotte,106.0059,54161000.0,Human Resources,3,135402.5,Low
3257,26024,3257,172,NutraClick,nutraclick,Massachusetts,MA,Boston,Boston,105.9115,65475282.0,Health,1,380670.24418604653,Low
3258,21917,3258,127,Senior PsychCare,senior-psychcare,Texas,TX,Houston,Houston,105.8208,10658056.0,Health,3,83921.70078740157,Low
3259,1393,3259,246,Navicure,navicure,Georgia,GA,Duluth,Atlanta,105.742,63152000.0,IT Services,7,256715.44715447153,Low
3260,21551,3260,30,OneHope,onehope,California,CA,El Segundo,Los Angeles,105.5175,3728136.0,Consumer Products & Services,3,124271.2,Low
3261,21864,3261,27,Coretelligent,coretelligent,Massachusetts,MA,Needham,Boston,105.5022,5431762.0,IT Services,3,201176.37037037036,Low
3262,26044,3262,33,Autoscribe,autoscribe,Maryland,MD,Gaithersburg,Washington DC,105.3969,11722000.0,Financial Services,1,355212.1212121212,Low
3263,24825,3263,10,Pioneering Evolution,pioneering-evolution,Virginia,VA,Arlington,Washington DC,105.3562,5035331.0,Business Products & Services,1,503533.1,Low
3264,18277,3264,84,Lunarline,lunarline,Virginia,VA,Arlington,Washington DC,105.2847,11349190.0,Government Services,5,135109.40476190476,Low
3265,24805,3265,110,Pivot International,pivot-international,Kansas,KS,Lenexa,Kansas City MO-KS,105.2559,11950000.0,Engineering,1,108636.36363636363,Low
3266,1372,3266,63,Finit Solutions,finit-solutions,Pennsylvania,PA,Media,Philadelphia,105.2058,12161975.0,IT Services,8,193047.22222222222,Low
3267,2644,3267,22,Willow Marketing Management,willow-marketing-management,Indiana,IN,Indianapolis,Indianapolis IN,105.1992,3120865.0,Advertising & Marketing,2,141857.5,Low
3268,23577,3268,7500,Hearthside Food Solutions,hearthside-food-solutions,Illinois,IL,Downers Grove,Chicago,104.7952,1041888929.0,Food & Beverage,2,138918.52386666666,Low
3269,24120,3269,333,Discovery Benefits,discovery-benefits,North Dakota,ND,Fargo,Fargo ND-MN,104.6897,28703480.0,Health,2,86196.63663663664,Low
3270,23691,3270,13,Magellan Jets,magellan-jets,Massachusetts,MA,Quincy,Boston,104.6794,14493000.0,Travel & Hospitality,2,1114846.1538461538,Low
3271,21683,3271,13,JamPlay.com,jamplaycom,Ohio,OH,Beavercreek,Dayton OH,104.6343,4116060.0,Education,3,316620.0,Low
3272,23734,3272,23,American Posts,american-posts,Ohio,OH,Toledo,Toledo OH,104.6004,8074808.0,Manufacturing,2,351078.60869565216,Low
3273,25736,3273,31,BlueGranite,bluegranite,Michigan,MI,Portage,Kalamazoo-Portage MI,104.5886,4921122.0,IT Services,1,158745.87096774194,Low
3274,24351,3274,42,Dynamic Design Solutions,dynamic-design-solutions,South Carolina,SC,Fort Mill,Lancaster SC,104.4984,6910000.0,Manufacturing,2,164523.80952380953,Low
3275,18557,3275,56,i9 Sports,i9-sports,Florida,FL,Riverview,Unknown,104.4681,7344735.0,Consumer Products & Services,5,131155.98214285713,Low
3276,17442,3276,122,JeffreyM Consulting,jeffreym-consulting,Washington,WA,Seattle,Seattle,104.1782,15543164.0,Business Products & Services,5,127402.98360655738,Low
3277,25129,3277,29,eCreditAdvisor,ecreditadvisor,Nevada,NV,Henderson,Las Vegas-Paradise NV,104.1693,2268715.0,Financial Services,1,78231.55172413793,Low
3278,25011,3278,19,The HealthCare Initiative,the-healthcare-initiative,Colorado,CO,Centennial,Denver,104.086,3448305.0,Health,1,181489.73684210525,Low
3279,22143,3279,76,Heritage Financial Consultants,heritage-financial-consultants,Maryland,MD,Hunt Valley,Baltimore,104.0705,18520679.0,Financial Services,4,243693.1447368421,Low
3280,1202,3280,12,Peek Packaging,peek-packaging,California,CA,Carlsbad,San Diego,104.0096,7529018.0,Manufacturing,5,627418.1666666666,Low
3281,17770,3281,15,Kurgo,kurgo,Massachusetts,MA,Salisbury,Boston,104.0101,7463565.0,Consumer Products & Services,5,497571.0,Low
3282,18025,3282,70,CityTwist,citytwist,Florida,FL,Boca Raton,Miami,103.9693,7747680.0,Advertising & Marketing,4,110681.14285714286,Low
3283,25114,3283,38,Sequoia Financial Group,sequoia-financial-group,Ohio,OH,Akron,Cleveland,103.9382,6424334.0,Financial Services,1,169061.42105263157,Low
3284,20226,3284,140,The CARA Group,the-cara-group,Illinois,IL,Oak Brook,Chicago,103.8058,22208894.0,Education,4,158634.95714285714,Low
3285,26564,3285,63,Pro-PT,pro-pt,California,CA,Visalia,Visalia-Porterville CA,103.7987,3796168.0,Health,1,60256.63492063492,Low
3286,23762,3286,14,MD Connect,md-connect,Massachusetts,MA,Wellesley,Boston,103.7641,3302104.0,Advertising & Marketing,2,235864.57142857142,Low
3287,4262,3287,121,Fisher/Unitech,fisherunitech,Michigan,MI,Troy,Detroit,103.7382,43695178.0,Manufacturing,7,361117.173553719,Low
3288,17555,3288,107,Millennium Corporation,millennium-corporation,Virginia,VA,Arlington,Washington DC,103.588,21706375.0,Business Products & Services,5,202863.31775700935,Low
3289,25325,3289,25,Belltec Industries,belltec-industries,Texas,TX,Belton,Killeen-Temple-Fort Hood TX,103.5706,6757619.0,Manufacturing,1,270304.76,Low
3290,23943,3290,10,ReTouch Design-Build-Renovate,retouch-design-build-renovate,Kansas,KS,Overland Park,Kansas City MO-KS,103.4652,2127461.0,Construction,2,212746.1,Low
3291,19773,3291,72,Sigmaways,sigmaways,California,CA,Fremont,San Francisco,103.3828,5344900.0,IT Services,4,74234.72222222222,Low
3292,1173,3292,65,Optimum Design Associates,optimum-design-associates,California,CA,Pleasanton,San Francisco,103.0918,19225406.0,Computer Hardware,3,295775.4769230769,Low
3293,22854,3293,456,MobilityWorks,mobilityworks,Ohio,OH,Akron,Akron OH,103.0437,158753917.0,Logistics & Transportation,9,348144.5548245614,Low
